id,userId,eventId,status,grading_status,verified_date,quarter,number_idea_submitted_student,number_idea_submitted_faculty,number_applications_selected,financial_year,event_driven,activity_name,event_type,event_theme,activity_lead,from_date,to_date,days,internal_participant,student_participants,faculty_participants,expenditure_amount,faculty_member,student_member,remark,session_type,video,resolution_report,quarterly_plan,report,photo1,photo2,month,other,otherProgramType,Objective,descriptions,benefit_learning,totalmarks,twitter_url,facebook_url,instagram_url,verified,expected_level,comments,super_evaluator_status,created_date,flag_check,acadmic_year,activity_duration,verifiedBy,status_eval_1,duration,linkedin_url,review_request,Overall Score,Status,Requirements Not Met
311142,IC201810341,C24-25240241,Submitted,0,,Quarter I,,,,2024-25,1,Session on Problem Solving and Ideation Workshop,Level 1 - Expert Talk,Innovation & Design Thinking,,11-12-2024,11-12-2024,0,,189,4,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/4372-22112024201954-IC201810341.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8007-22112024201954-IC201810341.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/2482-22112024201954-IC201810341.jpg,0,,,"To enhance student knowledge on digital transformation, branding, and strategic management.",,"Students gained insights into digital transformation, branding strategies, AI in marketing, and industry trends.",,0,0,https://www.instagram.com/p/DCWKXj_TEfV/?img_index=1&igsh=YXhuOGdybnBkZXhv,,,,,23-11-2024 01:49,,2024-25,2,,submitted,,https://www.linkedin.com/posts/imikolkata_digital-transformations-in-product-and-brand-activity-7262754678566760449-xU4s?utm_source=share&utm_medium=member_ios,,38,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Expert Talk - on Innovation & Design Thinking"". Observed: ""Session on Problem Solving and Ideation Workshop"". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF title does not match expected: Session on Problem Solving and Ideation Workshop; Participant info matches: PDF participant information does not match expected (needs 20+ participants); Event scene is real activity: Image does not depict a real event activity; Event mode matches (online/offline): Event mode in image does not match specified mode: offline; 20+ participants visible: 20+ participants not visible in images; Duplicate photo detection (filesystem): Duplicate Check: Image identical to submission 311143 (SHA256 match); Image identical to submission 311143 (SHA256 match)"
311240,IC201811139,C24-25240242,Submitted,0,,Quarter I,,,,2024-25,1,Basics of Intellectual Property Rights and Its Importance for Innovators and Entrepreneurs.,Level 2 - Workshop,IPR & Technology Transfer,Institute Council,11/19/2024,11/19/2024,0,,150,15,,,,,offline,https://youtu.be/HOZ0OjX0lzw?si=KF8BCG2AR_O2HNgk,,,uploads-2024-25/institutes/monthlyReport/report/4826-25112024053705-IC201811139.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8090-25112024053705-IC201811139.png,uploads-2024-25/institutes/monthlyReport/Photograph2/7932-25112024053705-IC201811139.jpg,0,,,Different types of intellectual property rights and the processes to secure them.,,Students learned about different types of intellectual property rights and how to secure them to protect and profit from their creations.,,https://x.com/SsipmtR/status/1858423357441532337,https://www.facebook.com/share/p/1DLXJRpvmF/,https://www.instagram.com/p/DCgWT1vMKid/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,,25-11-2024 11:07,,2024-25,5.3,,submitted,,https://www.linkedin.com/posts/shri-shankaracharya-institute-of-professional-management-and-technology-raipur_workshop-intellectualpropertyrights-innovators-activity-7264186846845263874-sxzC?utm_source=share&utm_medium=member_desktop,,55,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Event scene is real activity: Image does not depict a real event activity; 20+ participants visible: 20+ participants not visible in images
311319,IC201810146,C24-25240198,Submitted,0,,Quarter I,,,,2024-25,1,Workshop on Entrepreneurship and Innovation as Career Opportunity,Level 2 - Workshop,Entrepreneurship & Startup,,10/21/2024,10/21/2024,0,0,170,4,3000,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/4597-25112024110413-IC201810146.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3780-25112024110413-IC201810146.JPG,uploads-2024-25/institutes/monthlyReport/Photograph2/7326-25112024110413-IC201810146.jpg,0,,,Promote the importance of Entrepreneurship & innovation as career opportunity and inculcate skills,,Skill set required to become an Entrepreneur and how to convert a simple idea into an innovation.,,,,,,,,,25-11-2024 16:34,,2024-25,2,,submitted,,,,58,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images
311323,IC201810146,C24-25240239,Submitted,0,,Quarter I,,,,2024-25,1,My Story - Motivational Session by Successful Innovators,Level 1 - Expert Talk,Innovation & Design Thinking,,10/25/2024,10/25/2024,0,0,63,4,300,,,0,offline,https://drive.google.com/file/d/1Frl_zNAvWPRdIqhGu_HXfXCC4fwztQzz/view?usp=sharing,,,uploads-2024-25/institutes/monthlyReport/report/8003-25112024111459-IC201810146.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/7248-25112024111459-IC201810146.JPG,uploads-2024-25/institutes/monthlyReport/Photograph2/5042-25112024111459-IC201810146.JPG,0,,,To motivate students to explore entrepreneurship and innovation.,,"Students gained valuable insights into the entrepreneurial journey, understanding the real-world applications of their studies.",,,,,,,,,25-11-2024 16:44,,2024-25,2,,submitted,,,,58,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images
311406,IC201810736,C24-25240239,Submitted,0,,Quarter I,,,,2024-25,1,My Story - Motivational Session by Successful Innovators,Level 2 - Seminar,Innovation & Design Thinking,,10-03-2024,10-03-2024,0,0,55,5,0,,,"Talk well liked by students, achievements and visibility gained is very good",online,,,,uploads-2024-25/institutes/monthlyReport/report/3426-26112024073424-IC201810736.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/2289-26112024073423-IC201810736.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/6046-26112024073423-IC201810736.jpg,0,,,To develop entrepreneurship skills and current opportunities,,"Communication skills, Entrepreneurship and innovation",,0,0,0,,,,,26-11-2024 13:04,,2024-25,1,,submitted,,0,,55,Rejected,"Level matches duration: Level or Duration missing/invalid. Level: , Duration: 1.0h; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images; Duplicate photo detection (filesystem): Duplicate Check: Image identical to submission 311406 (SHA256 match)"
311543,IC201810385,C24-25240198,Submitted,0,,Quarter I,,,,2024-25,1,Workshop on Entrepreneurship and Innovation as Career Opportunity,Level 2 - Workshop,Innovation & Design Thinking,,09/13/2024,09/13/2024,0,,108,15,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5836-27112024083210-IC201810385.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6236-27112024083210-IC201810385.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/8078-27112024083210-IC201810385.jpg,0,,,To cultivate enterprenurial mindset among the students,,The workshop motivated students to pursue innovation and also strengthened institutions commitment,,0,0,0,,,,,27-11-2024 14:02,,2024-25,2,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF title does not match expected: Workshop on Entrepreneurship and Innovation as Career Opportunity; Expert details present: Expert details not found in PDF; Learning outcomes align: Learning outcomes in PDF do not align with expected outcomes; Objectives match: Objectives in PDF do not match expected objectives; Participant info matches: PDF participant information does not match expected (needs 20+ participants); 20+ participants visible: 20+ participants not visible in images
311835,IC201811139,C24-25240198,Submitted,0,,Quarter I,,,,2024-25,1,Workshop on Entrepreneurship and Innovation as Career Opportunity,Level 1 - Expert Talk,Entrepreneurship & Startup,,11/20/2024,11/20/2024,0,,60,3,,,,,offline,https://youtu.be/QmSIt2_DyYo,,,uploads-2024-25/institutes/monthlyReport/report/1648-29112024063708-IC201811139.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9164-29112024063708-IC201811139.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/9623-29112024063708-IC201811139.jpeg,0,,,"Foster innovation, boost entrepreneurial skills, and connect students to networking support systems.",,"Students gained insights into entrepreneurship, practical skills, resources, confidence, and networking opportunities with experts.",,0,0,0,,,,,29-11-2024 12:07,,2024-25,4,,submitted,,https://www.linkedin.com/posts/shri-shankaracharya-institute-of-professional-management-and-technology-raipur_entrepreneurship-innovation-careeropportunities-activity-7264883893533605888-jlIX?utm_source=share&utm_medium=member_android,,50,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Event scene is real activity: Image does not depict a real event activity; Event mode matches (online/offline): Event mode in image does not match specified mode: offline; 20+ participants visible: 20+ participants not visible in images
312135,IC201811139,C24-25240243,Submitted,0,,Quarter I,,,,2024-25,1,Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies,Level 2 - Exposure Visit,Innovation & Design Thinking,,11/25/2024,11/25/2024,0,,35,2,,,,,offline,https://youtube.com/shorts/V-pz4lUt0-Y?feature=share,,,uploads-2024-25/institutes/monthlyReport/report/7941-30112024075439-IC201811139.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8036-30112024075439-IC201811139.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/7273-30112024075439-IC201811139.jpg,0,,,Exploring Innovation and Design Thinking in Water Treatment for Sustainable Solutions.,,"Gained advanced knowledge of advanced water treatment technologies, sustainability practices, and real-world operational challenges.",,https://x.com/SsipmtR/status/1860301429111447863,https://www.facebook.com/share/p/19Lm4Sf6qN/,https://www.instagram.com/p/DCttQEgTFhd/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,,30-11-2024 13:24,,2024-25,7,,submitted,,https://www.linkedin.com/feed/update/urn:li:activity:7266065532372537344,,50,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Event scene is real activity: Image does not depict a real event activity; Event mode matches (online/offline): Event mode in image does not match specified mode: offline; 20+ participants visible: 20+ participants not visible in images
312443,IC201810960,C24-25240243,Submitted,0,,Quarter I,,,,2024-25,1,Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies,Level 1 - Exposure Visit,IPR & Technology Transfer,,11-11-2024,11-12-2024,1,,63,10,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2129-02122024104754-IC201810960.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6227-02122024104754-IC201810960.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/3386-02122024104754-IC201810960.jpeg,0,,,industrial visit to Spectrum and irohub Cochin kerala,,final year cse students,,https://twitter.com/kecvlr,https://www.facebook.com/kingstonengineering,https://www.instagram.com/kecvlr/,,,,,02-12-2024 16:17,,2024-25,16,,submitted,,0,,52,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Exposure Visit - on IPR & Technology Transfer"". Observed: ""Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies"". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted"
312486,IC201811139,C24-25240245,Submitted,0,,Quarter I,,,,2024-25,1,Idea Showcase: Demo Day/Exhibition/Poster Presentation of Ideas/PoC & linkage with Innovation Ambassadors/Experts for Mentorship Support.,Level 2 - Competition,Innovation & Design Thinking,,11/20/2024,11/20/2024,0,,39,4,,,,,offline,https://www.youtube.com/watch?v=b7TBVJipDW8,,,uploads-2024-25/institutes/monthlyReport/report/9625-03122024054823-IC201811139.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/7274-03122024054823-IC201811139.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/9321-03122024054823-IC201811139.jpg,0,,,"Showcase innovative ideas, foster critical thinking, collaboration, and effective communication.",,"Participants gained expert feedback, enhanced technical and presentation skills, networked, and advanced academically, fostering professional growth.",,0,https://m.facebook.com/story.php?story_fbid=pfbid0JNqvbz6ug9EPep6XKPmqYkozuJe9mNPNfKUBXQyNJY9eUMbBkADjfLHjFFJX1pGEl&id=100064771416304&mibextid=Nif5oz,0,,,,,03-12-2024 11:13,,2024-25,5,,submitted,,0,,50,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Event scene is real activity: Image does not depict a real event activity; Event mode matches (online/offline): Event mode in image does not match specified mode: offline; 20+ participants visible: 20+ participants not visible in images
312495,IC201811139,C24-25240241,Submitted,0,,Quarter I,,,,2024-25,1,Session on Problem Solving and Ideation Workshop,Level 4 - Workshop,Innovation & Design Thinking,,11/20/2024,11/25/2024,5,,50,14,,,,,offline,https://youtu.be/RdpZVaSS1Pc?si=3jfveJKST47k_uOj,,,uploads-2024-25/institutes/monthlyReport/report/4098-03122024063700-IC201811139.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6151-03122024063700-IC201811139.png,uploads-2024-25/institutes/monthlyReport/Photograph2/4763-03122024063700-IC201811139.jpg,0,,,"Enhance problem-solving, creativity, and ideation skills through hands-on techniques.",,"Gained insights on AI tools for literature review, ethical AI use, and enhanced research efficiency.",,0,https://www.facebook.com/photo.php?fbid=986781583490880&set=pb.100064771416304.-2207520000&type=3,0,,,,,03-12-2024 12:07,,2024-25,10,,submitted,,0,,45,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 4 - Workshop - on Innovation & Design Thinking"". Observed: ""Session on Problem Solving and Ideation Workshop"". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Event scene is real activity: Image does not depict a real event activity; 20+ participants visible: 20+ participants not visible in images"
