id,userId,eventId,status,grading_status,verified_date,quarter,number_idea_submitted_student,number_idea_submitted_faculty,number_applications_selected,financial_year,event_driven,activity_name,event_type,event_theme,activity_lead,from_date,to_date,days,internal_participant,student_participants,faculty_participants,expenditure_amount,faculty_member,student_member,remark,session_type,video,resolution_report,quarterly_plan,report,photo1,photo2,month,other,otherProgramType,Objective,descriptions,benefit_learning,totalmarks,twitter_url,facebook_url,instagram_url,verified,expected_level,comments,super_evaluator_status,created_date,flag_check,acadmic_year,activity_duration,verifiedBy,status_eval_1,duration,linkedin_url,review_request
329312,IC202013043,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 1 - Expert Talk,Innovation & Design Thinking,,2025-03-02 00:00:00,2025-03-02 00:00:00,0,,75,3,2000.0,,,,online,,,,uploads-2024-25/institutes/monthlyReport/report/3971-08032025145043-IC202013043.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5957-08032025145043-IC202013043.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/3118-08032025145043-IC202013043.jpg,0,,,to foster a creative and innovative mindset among students by introducing them to the principles and,,"empathize, Define, Prototype, iterative, Collaborative",,0,0,0,,,,,2025-03-08 20:20:43,,2024-25,2.0,,submitted,,0,
329316,IC201811638,C24-25240239,Submitted,0,,Quarter I,,,,2024-25,1,My Story - Motivational Session by Successful Innovators,Level 1 - Expert Talk,Innovation & Design Thinking,,10/18/2024,10/18/2024,0,0.0,45,6,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/6610-08032025150343-IC201811638.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6658-08032025150343-IC201811638.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/1736-08032025150343-IC201811638.jpeg,0,,,To motivate students towards focusing on innovation by sharing experiences of successful innovator,,The event offered valuable insights to students towards innovative ideas for real real-world problems  underlying the importance of innovation,,0,0,,,,,,2025-03-08 20:33:43,,2024-25,120.0,,submitted,,0,
329318,IC202217765,C24-25240853,Submitted,0,,Quarter II,,,,2024-25,1,Workshop on Effective Sales and Marketing Strategies for Entrepreneurs /Start-ups,Level 1 - Expert Talk,Entrepreneurship & Startup,,02/24/2025,03/24/2025,28,,110,5,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2381-08032025150654-IC202217765.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/2090-08032025150654-IC202217765.png,uploads-2024-25/institutes/monthlyReport/Photograph2/4743-08032025150654-IC202217765.png,0,,,To equip entrepreneurs with modern sales and marketing strategies.,,Understanding customer needs and preferences is crucial for business growth.,,0,https://www.facebook.com/RaghuEduInstitutions/,0,,,,,2025-03-08 20:36:54,,2024-25,3.0,,submitted,,https://in.linkedin.com/school/raghu-engineering-college/,
329324,IC201811638,C24-25240240,Submitted,0,,Quarter I,,,,2024-25,1,From Idea to Impact - Motivational Session by Successful Entrepreneur/Start-up Founder,Level 1 - Expert Talk,Entrepreneurship & Startup,,09/26/2024,09/26/2024,0,0.0,73,4,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/4052-08032025152045-IC201811638.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/7975-08032025152045-IC201811638.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/3034-08032025152045-IC201811638.jpg,0,,,To inspire & educate aspiring entrepreneurs by sharing insights & experiences from startup journey,,The event offered valuable insights to aspiring entrepreneurs thru  expert guidance the importance of  perseverance and hardwork for the success.,,0,0,,,,,,2025-03-08 20:50:45,,2024-25,120.0,,submitted,,0,
329326,IC202115945,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 2 - Seminar,Innovation & Design Thinking,,2025-04-01 00:00:00,2025-04-01 00:00:00,0,,129,5,,,,,offline,https://youtu.be/69NqJr05CPw,,,uploads-2024-25/institutes/monthlyReport/report/8564-08032025152311-IC202115945.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8604-08032025152311-IC202115945.png,,0,,,Empower to embrace innovation by developing a blend of creative& analytical problem solving skills,,"Participants gained knowledge in innovative solution development, decision-making, and fostering a culture of innovation.",,0,https://www.facebook.com/profile.php?id=100064721261475&mibextid=JRoKGi,https://www.instagram.com/princeartscollege?igsh=MTByY2xmMDFic2phYw==,,,,,2025-03-08 20:53:11,,2024-25,5.0,,submitted,,0,
329337,IC202430865,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 2 - Seminar,Innovation & Design Thinking,,12/19/2024,12/19/2024,0,,38,2,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/1012-08032025155646-IC202430865.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5047-08032025155646-IC202430865.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/6662-08032025155646-IC202430865.jpg,0,,,To introduce the fundamentals of design thinking and its application in real-world problem-solving,,This interactive approach helped students understand the process of turning creative ideas into viable solutions.,,0,0,0,,,,,2025-03-08 21:26:46,,2024-25,3.0,,submitted,,0,
329343,IC202430865,C24-25240888,Submitted,0,,Quarter II,,,,2024-25,1,Innovation Showcase: Demo Day/Exhibition/Poster Presentation of Innovations/Prototypes & linkage with Innovation Ambassadors/Experts for Mentorship Support,Level 3 - Competition/Hacakthon,Innovation & Design Thinking,,2025-08-01 00:00:00,2025-09-01 00:00:00,1,,30,0,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/7761-08032025160926-IC202430865.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3145-08032025160926-IC202430865.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/4998-08032025160926-IC202430865.jpg,0,,,To offer a platform for our students to showcase their innovative ideas and research projects.,,Identifying challenges and finding solutions enhances critical thinking. Improves confidence in explaining ideas clearly. Enhances teamwork and leader,,0,0,0,,,,,2025-03-08 21:39:26,,2024-25,12.0,,submitted,,0,
329347,IC201912483,C24-25240853,Submitted,0,,Quarter II,,,,2024-25,1,Workshop on Effective Sales and Marketing Strategies for Entrepreneurs /Start-ups,Level 1 - Expert Talk,Entrepreneurship & Startup,,02/20/2025,02/20/2025,0,,44,8,1700.0,,,,offline,https://youtu.be/Sd-6bYCLa7U,,,uploads-2024-25/institutes/monthlyReport/report/2330-08032025161338-IC201912483.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/4169-08032025161338-IC201912483.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/5492-08032025161338-IC201912483.jpeg,0,,,Awareness to the student and faculty members_24_25 with sales and marketing strategies of Start-ups.,,"Skills in customer targeting, branding, digital marketing, sales tactics, and growth hacking to boost start-up success and drive sustainable revenue.",,https://twitter.com/IRcciit,https://www.facebook.com/people/IIC-RCCIIT/100084721237349/?paipv=0&eav=Afa3fRMpyT6zASUKihO9cCXYroHCkAVj1rqXaqqGLKZP3I4RQOMpKQ6CJ0hmuuALGJA&_rdr,0,,,,,2025-03-08 21:43:38,,2024-25,2.0,,submitted,,https://www.linkedin.com/in/institution-s-innovation-council-rcciit-943233249//,
329356,IC201912483,C24-25240884,Submitted,0,,Quarter II,,,,2024-25,1,Session on Achieving Problem-Solution Fit & Product-Market Fit,Level 1 - Expert Talk,Entrepreneurship & Startup,,2025-06-02 00:00:00,2025-06-02 00:00:00,0,,40,8,200.0,,,,offline,https://youtu.be/TbpmIv378wI,,,uploads-2024-25/institutes/monthlyReport/report/6451-08032025162815-IC201912483.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3102-08032025162815-IC201912483.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/6926-08032025162815-IC201912483.jpeg,0,,,"Awareness to the student and faculty members_24_25 in validating ideas, and refining solutions",,"Gain skills to validate test solutions, and align products with market needs for sustainable growth and successful business of a product.",,https://twitter.com/IRcciit,https://www.facebook.com/people/IIC-RCCIIT/100084721237349/?paipv=0&eav=Afa3fRMpyT6zASUKihO9cCXYroHCkAVj1rqXaqqGLKZP3I4RQOMpKQ6CJ0hmuuALGJA&_rdr,0,,,,,2025-03-08 21:58:15,,2024-25,2.0,,submitted,,https://www.linkedin.com/in/institution-s-innovation-council-rcciit-943233249//,
329358,IC202116182,C24-25240243,Submitted,0,,Quarter I,,,,2024-25,1,Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies,Level 2 - Exposure Visit,Innovation & Design Thinking,,10/15/2024,10/15/2024,0,0.0,42,5,2000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/3338-08032025162950-IC202116182.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1330-08032025162950-IC202116182.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/7643-08032025162950-IC202116182.jpg,0,,,To gain knowledge about entire working process flow of air quality monitoring equipment at site.,,Students gained knowledge about entire working process flow of air quality monitoring equipment on site.,,0,0,0,,,,,2025-03-08 21:59:50,,2024-25,6.0,,submitted,,https://www.linkedin.com/posts/activity-7304175580575330305-FwW2?utm_source=share&utm_medium=member_desktop&rcm=ACoAADkMHXEB1W7d2pVRCpHTs65rfe1RhclkFP0,
329359,IC201811632,C24-25240239,Submitted,0,,Quarter I,,,,2024-25,1,My Story - Motivational Session by Successful Innovators,Level 1 - Expert Talk,Entrepreneurship & Startup,,10/26/2024,10/26/2024,0,70.0,120,40,25000.0,,,,offline,https://www.instagram.com/p/DG8e1TPTYJM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,uploads-2024-25/institutes/monthlyReport/report/7671-08032025163022-IC201811632.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3072-08032025163022-IC201811632.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/9992-08032025163022-IC201811632.jpg,0,,,Entrepreneurs success journey,,Motivating participants through their success journey,,0,0,https://www.instagram.com/p/DG8e1TPTYJM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,,2025-03-08 22:00:22,,2024-25,4.0,,submitted,,0,
329364,IC201811602,C24-25240239,Submitted,0,,Quarter I,,,,2024-25,1,My Story - Motivational Session by Successful Innovators,Level 2 - Seminar,Entrepreneurship & Startup,,2024-11-11 00:00:00,2024-11-11 00:00:00,0,0.0,240,10,30000.0,,,NIL,offline,,,,uploads-2024-25/institutes/monthlyReport/report/6965-08032025172450-IC201811602.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3770-08032025163752-IC201811602.jpg,,0,,,"Inspire and empower individuals through success stories of innovators, fostering creativity.",,"Gain insights on resilience, problem-solving, decision-making, and innovation strategies from real-life success stories.",,0,0,0,,,,,2025-03-08 22:07:53,,2024-25,5.0,,submitted,,https://www.linkedin.com/feed/update/urn:li:activity:7294344057344937984,
329378,IC201811632,C24-25240243,Submitted,0,,Quarter I,,,,2024-25,1,Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies,Level 1 - Exposure Visit,Entrepreneurship & Startup,,2024-06-09 00:00:00,2024-06-09 00:00:00,0,1500.0,37,4,,,,,offline,https://www.instagram.com/p/DG8h0W2T0TK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,uploads-2024-25/institutes/monthlyReport/report/7849-08032025170723-IC201811632.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3235-08032025170723-IC201811632.jpg,,0,,,Global AI Summit,,Telangana government initiated Global AI summit to provide awareness to youth and oppurtunities in AI,,0,0,https://www.instagram.com/p/DG8h0W2T0TK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,,2025-03-08 22:37:23,,2024-25,6.0,,submitted,,0,
329391,IC201811632,C24-25240852,Submitted,0,,Quarter II,,,,2024-25,1,"Expert talk on ""Process of Innovation Development & Technology Readiness Level (TRL)"" & ""Commercialization of Lab Technologies & Tech-Transfer""",Level 1 - Mentoring Session,Entrepreneurship & Startup,,11/19/2024,11/19/2024,0,2.0,120,5,,,,,offline,https://www.instagram.com/p/DG8l1MZTIG2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,uploads-2024-25/institutes/monthlyReport/report/9141-08032025172907-IC201811632.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6649-08032025172907-IC201811632.png,uploads-2024-25/institutes/monthlyReport/Photograph2/9374-08032025172907-IC201811632.png,0,,,Labs commercialization,,Lab Commercialiation - Technology transfer through Virtual Labs,,0,0,https://www.instagram.com/p/DG8l1MZTIG2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,,2025-03-08 22:59:07,,2024-25,2.0,,submitted,,0,
329396,IC201811513,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 2 - Workshop,Innovation & Design Thinking,,2024-11-12 00:00:00,2024-11-12 00:00:00,0,,60,10,5000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5570-08032025173309-IC201811513.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9233-08032025173309-IC201811513.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/9571-08032025173309-IC201811513.jpg,0,,,objects out there that resonate for them in a profound manner and can even shape their design philos,,Design thinking can help improve problem-solving skills and collaboration.,,0,https://www.facebook.com/gatesit.ac.in/,https://www.instagram.com/gatesinstituteoftechnology/?hl=en,,,,,2025-03-08 23:02:52,,2024-25,6.0,,submitted,,0,
329402,IC202115914,C24-25240884,Submitted,0,,Quarter II,,,,2024-25,1,Session on Achieving Problem-Solution Fit & Product-Market Fit,Level 1 - Expert Talk,Innovation & Design Thinking,,01/29/2025,01/29/2025,0,,69,1,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/7496-08032025174921-IC202115914.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/2627-08032025174921-IC202115914.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/2391-08032025174921-IC202115914.jpeg,0,,,To guide participants in achieving Problem-Solution Fit by identifying customer needs,,participants understood how to come close to customer needs and refine their solution,,0,https://www.facebook.com/dypuschoolofpharmacy/photos,0,,,,,2025-03-08 23:19:21,,2024-25,1.5,,submitted,,0,
329403,IC201912123,C24-25240889,Submitted,0,,Quarter II,,,,2024-25,1,Organize an Inter/Intra Institutional Innovation Competition/Challenge/Hackathon and Reward the Best Innovations and deposition in the Institution’s YUKTI Innovation Repository,Level 3 - Competition/Hacakthon,Innovation & Design Thinking,,02/26/2025,03/27/2025,29,,72,8,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5773-08032025175156-IC201912123.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9582-08032025175156-IC201912123.png,uploads-2024-25/institutes/monthlyReport/Photograph2/2156-08032025175156-IC201912123.png,0,,,to inspire innovative solutions for environmental sustainability by leveraging technology,,"It fosters awareness, collaboration, and real-world impact through technology-driven environmental initiatives.",,0,0,https://www.instagram.com/msecorgin/,,,,,2025-03-08 23:21:56,,2024-25,12.0,,submitted,,0,
329405,IC201811513,C24-25240888,Submitted,0,,Quarter II,,,,2024-25,1,Innovation Showcase: Demo Day/Exhibition/Poster Presentation of Innovations/Prototypes & linkage with Innovation Ambassadors/Experts for Mentorship Support,Level 2 - Workshop,Innovation & Design Thinking,,02/24/2025,02/24/2025,0,,60,5,5000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/1209-08032025175417-IC201811513.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/4743-08032025175417-IC201811513.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/8223-08032025175417-IC201811513.jpg,0,,,To bring together the brightest minds in Academics from different departments on a common platfor,,Pitch their innovative ideas in emerging technologies,,0,https://www.facebook.com/gatesit.ac.in/,https://www.instagram.com/gatesinstituteoftechnology/?hl=en,,,,,2025-03-08 23:24:17,,2024-25,6.0,,submitted,,0,
329407,IC201912259,C24-25240245,Submitted,0,,Quarter I,,,,2024-25,1,Idea Showcase: Demo Day/Exhibition/Poster Presentation of Ideas/PoC & linkage with Innovation Ambassadors/Experts for Mentorship Support.,Level 2 - Seminar,Innovation & Design Thinking,,11/25/2024,11/25/2024,0,,130,1,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5434-08032025175613-IC201912259.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1994-08032025175613-IC201912259.png,,0,,,•	To improve the self-learning skills of students,,to improve communication skills of students,,0,,,,,,,2025-03-08 23:26:13,,2024-25,2.0,,submitted,,0,
329409,IC202430008,C24-25240244,Submitted,0,,Quarter I,,,,2024-25,1,"Organize an Inter/Intra Institutional Idea Competition/Challenge/ Hackathon, and Reward the Best Ideas and deposition in the Institution’s YUKTI Innovation Repository",Level 4 - Competition/Hackathon,IPR & Technology Transfer,,11/21/2024,11/22/2024,1,,42,23,,,,,offline,https://youtu.be/EYZIG-ORuFE,,,uploads-2024-25/institutes/monthlyReport/report/8153-10032025095848-IC202430008.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8433-10032025095848-IC202430008.jpeg,,0,,,"cultivate a culture of scientific temperament and innovation, encouraging students to explore the fr",,influences students to mark a path in entrepreneurship where they can provide jobs to other people,,0,https://www.facebook.com/share/p/16F98wtWGQ/,0,,,,,2025-03-08 23:28:41,,2024-25,8.0,,submitted,,0,
