id,userId,eventId,status,grading_status,verified_date,quarter,number_idea_submitted_student,number_idea_submitted_faculty,number_applications_selected,financial_year,event_driven,activity_name,event_type,event_theme,activity_lead,from_date,to_date,days,internal_participant,student_participants,faculty_participants,expenditure_amount,faculty_member,student_member,remark,session_type,video,resolution_report,quarterly_plan,report,photo1,photo2,month,other,otherProgramType,Objective,descriptions,benefit_learning,totalmarks,twitter_url,facebook_url,instagram_url,verified,expected_level,comments,super_evaluator_status,created_date,flag_check,acadmic_year,activity_duration,verifiedBy,status_eval_1,duration,linkedin_url,review_request
338945,IC202426354,C24-25240245,Submitted,0,,Quarter I,,,,2024-25,1,Idea Showcase: Demo Day/Exhibition/Poster Presentation of Ideas/PoC & linkage with Innovation Ambassadors/Experts for Mentorship Support.,Level 3 - Exhibition,Entrepreneurship & Startup,,2024-08-11 00:00:00,2024-09-11 00:00:00,1,,100,20,50000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/1068-24032025215502-IC202426354.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/2323-24032025215502-IC202426354.jpg,,0,,,"To inspire students to turn ideas into projects, enhancing creativity, skills, and innovation.",,"Students gained hands-on experience, showcased innovations, enhanced technical skills, and explored real-world applications in electrical engineering.",,0,0,0,,,,,2025-03-25 03:25:02,,2024-25,24.0,,submitted,,0,
338947,IC202426354,C24-25240244,Submitted,0,,Quarter I,,,,2024-25,1,"Organize an Inter/Intra Institutional Idea Competition/Challenge/ Hackathon, and Reward the Best Ideas and deposition in the Institution’s YUKTI Innovation Repository",Level 4 - Competition/Hackathon,Innovation & Design Thinking,,2024-01-10 00:00:00,2024-04-10 00:00:00,3,,500,6,20000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/3139-25032025004410-IC202426354.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6692-25032025004409-IC202426354.png,uploads-2024-25/institutes/monthlyReport/Photograph2/6064-25032025004410-IC202426354.png,0,,,"To inspire innovation, nurture entrepreneurial thinking, and promote idea generation and validation.",,"Students gained entrepreneurial skills, hands-on experience in idea validation, mentorship, and insights for startup development.",,0,0,0,,,,,2025-03-25 06:14:10,,2024-25,30.0,,submitted,,0,
338948,IC202426354,C24-25240241,Submitted,0,,Quarter I,,,,2024-25,1,Session on Problem Solving and Ideation Workshop,Level 2 - Workshop,Entrepreneurship & Startup,,09/13/2024,09/13/2024,0,,71,2,10000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/9965-25032025023914-IC202426354.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3278-25032025023914-IC202426354.jpg,,0,,,"To enhance problem-solving and ideation skills, fostering innovation and entrepreneurial thinking.",,"Participants gained practical problem-solving skills, enhanced creativity, & learned effective ideation techniques to develop innovative startup idea.",,0,0,0,,,,,2025-03-25 08:09:14,,2024-25,5.0,,submitted,,0,
338952,IC202015414,C24-25240852,Submitted,0,,Quarter II,,,,2024-25,1,"Expert talk on ""Process of Innovation Development & Technology Readiness Level (TRL)"" & ""Commercialization of Lab Technologies & Tech-Transfer""",Level 1 - Expert Talk,Innovation & Design Thinking,,02/15/2025,02/15/2025,0,2.0,45,10,10000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5173-25032025032821-IC202015414.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/7297-25032025032821-IC202015414.png,uploads-2024-25/institutes/monthlyReport/Photograph2/9004-25032025032821-IC202015414.png,0,,,"Blend India's wisdom with design thinking for innovation, leadership, and sustainable growth.",,"Bridge tradition and modern methods, crafting culturally rich, globally impactful solutions.",,0,https://www.facebook.com/iic.nitte/posts/pfbid02sJyJn4UmU9nGJqKXpWyXrKiRg4DY38uumPxaMk5TCxMuhSbuuJNcy2SKQLbNmTfVl,0,,,,,2025-03-25 08:58:21,,2024-25,2.0,,submitted,,0,
338956,IC202015414,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 2 - Workshop,Innovation & Design Thinking,,2025-11-02 00:00:00,2025-12-02 00:00:00,1,,237,15,35000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/3305-25032025035906-IC202015414.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3450-25032025035906-IC202015414.png,uploads-2024-25/institutes/monthlyReport/Photograph2/6905-25032025035906-IC202015414.png,0,,,"Foster innovation, critical thinking, design skills.",,"Enhanced problem-solving, creativity, industry insight",,0,https://www.facebook.com/iic.nitte/posts/pfbid0Ksvo69b5dJ2UMhPpMvZNWLatZVZ3TwTHPYGC4siqUZMoTrfcw46ZRDZyjhVEwZ2Cl,0,,,,,2025-03-25 09:29:06,,2024-25,14.0,,submitted,,0,
338959,IC202115593,C24-25246007,Submitted,0,,Quarter III,,,,2024-25,1,Organize an Inter/Intra Institutional Business Plan Competition and Reward the Best Innovations and deposition in the Institution’s YUKTI Innovation Repository,Level 3 - Competition/Hacakthon,Entrepreneurship & Startup,,2025-07-03 00:00:00,2025-07-03 00:00:00,0,21.0,50,10,9000.0,,,,offline,https://drive.google.com/file/d/11p8AUx3oUtpSyyLjNqynGjJDnxQRVjgE/view?usp=drive_link,,,uploads-2024-25/institutes/monthlyReport/report/6941-25032025041318-IC202115593.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/2187-25032025041318-IC202115593.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/6058-25032025041318-IC202115593.jpg,0,,,A platform to present the business ideas and entrepreneurial thinking,,It provide valuable learning experience and creative thinking,,0,0,https://www.instagram.com/p/DJrYvV8y5-w/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,,,2025-03-25 09:43:18,,2024-25,9.0,,submitted,,0,
338973,IC202217077,C24-25240889,Submitted,0,,Quarter II,,,,2024-25,1,Organize an Inter/Intra Institutional Innovation Competition/Challenge/Hackathon and Reward the Best Innovations and deposition in the Institution’s YUKTI Innovation Repository,Level 3 - Competition/Hacakthon,IPR & Technology Transfer,,02/15/2025,02/17/2025,2,,60,6,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/8667-25032025050012-IC202217077.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5795-25032025050012-IC202217077.png,,0,,,ENCOURGAGEMENT SPORTS COMPETETION,,STUDENTS WILL ABLE T0 PARTICIPATE IN DIFFERENT COMPETETION,,0,0,0,,,,,2025-03-25 10:30:12,,2024-25,72.0,,submitted,,0,
338978,IC202221832,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 1 - Expert Talk,Innovation & Design Thinking,,02/25/2025,02/25/2025,0,,55,3,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/8495-25032025052028-IC202221832.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6644-25032025052028-IC202221832.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/1768-25032025052028-IC202221832.jpg,0,,,To introduce participants the principles of design thinking and critical thinking.,,The event enhanced participants understanding of structured problem-solving approaches by integrating design thinking and critical thinking.,,0,0,0,,,,,2025-03-25 10:50:28,,2024-25,3.0,,submitted,,0,
338980,IC202427065,C24-25240243,Submitted,0,,Quarter I,,,,2024-25,1,Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies,Level 2 - Exposure Visit,Innovation & Design Thinking,,10/18/2024,10/18/2024,0,1.0,45,5,4500.0,,,OK,offline,,,,uploads-2024-25/institutes/monthlyReport/report/4093-25032025052446-IC202427065.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5313-25032025052445-IC202427065.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/4921-25032025052446-IC202427065.jpeg,0,,,The visit must focus on interacting with key stakeholders and identifying real-life problems.,,The visit of stakeholders will be very informative for students in identifying  real life problems.,,0,0,https://www.instagram.com/p/DHnBz0apl4o/?igsh=cTV5b3BhcjRmeTli,,,,,2025-03-25 10:54:46,,2024-25,6.0,,submitted,,0,
338982,IC202221832,C24-25240885,Submitted,0,,Quarter II,,,,2024-25,1,"Field/Exposure Visit to Pre-incubation units such as AICTE Idea Lab, Fab lab, Makers Space, Design Centers, City MSME clusters, workshops etc.",Level 1 - Exposure Visit,Innovation & Design Thinking,,12/14/2024,12/14/2024,0,,74,8,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/4301-25032025052851-IC202221832.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6062-25032025052851-IC202221832.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/3012-25032025052851-IC202221832.jpg,0,,,To provide comprehensive understanding of critical role cybersecurity plays in today’s digital life,,"Students gained a deeper understanding of the current cybersecurity landscape, including emerging threats and preventive measures.",,0,0,0,,,,,2025-03-25 10:58:52,,2024-25,6.0,,submitted,,0,
338985,IC202427065,C24-25240245,Submitted,0,,Quarter I,,,,2024-25,1,Idea Showcase: Demo Day/Exhibition/Poster Presentation of Ideas/PoC & linkage with Innovation Ambassadors/Experts for Mentorship Support.,Level 1 - Expert Talk,Entrepreneurship & Startup,,11/20/2024,11/20/2024,0,2.0,50,5,6500.0,,,ok,offline,,,,uploads-2024-25/institutes/monthlyReport/report/9281-25032025053112-IC202427065.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9530-25032025053112-IC202427065.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/1600-25032025053112-IC202427065.jpeg,0,,,Promotion it among college students and faculty members_24_25 so that they can witness and get inspiration,,Young innovators get a chance to present their ideas through this exhibition and share their ideas with the participants.,,0,0,https://www.instagram.com/p/DHnBuYSJs2x/?igsh=NWZjeXVxdXRvZGZ5,,,,,2025-03-25 11:01:12,,2024-25,9.0,,submitted,,0,
338989,IC201811257,C24-25240885,Submitted,0,,Quarter II,,,,2024-25,1,"Field/Exposure Visit to Pre-incubation units such as AICTE Idea Lab, Fab lab, Makers Space, Design Centers, City MSME clusters, workshops etc.",Level 2 - Exposure Visit,Innovation & Design Thinking,,01/29/2025,01/29/2025,0,1.0,60,3,3000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2060-25032025054221-IC201811257.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9328-25032025054221-IC201811257.png,uploads-2024-25/institutes/monthlyReport/Photograph2/6206-25032025054221-IC201811257.png,0,,,"with a special focus on Design Centers, fostering creativity, technical skills, and entrepreneurial",,"Gained insights into Naturopathy hospital design, layout, and facilities. Enhanced skills in planning, innovation, and patient-centered care .",,0,https://www.facebook.com/share/1EHfyLJRwo/,https://www.instagram.com/p/DFX_PAeSYQw/?igsh=MWhwNHp0bnNyYXlkMw==,,,,,2025-03-25 11:12:21,,2024-25,9.0,,submitted,,0,
339005,IC202216666,C24-25240198,Submitted,0,,Quarter I,,,,2024-25,1,Workshop on “Entrepreneurship and Innovation as Career Opportunity”,Level 2 - Seminar,Entrepreneurship & Startup,,02/20/2025,02/20/2025,0,10.0,200,50,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2094-25032025061030-IC202216666.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1327-25032025061030-IC202216666.png,,0,,,Promote the importance of Entrepreneurship and innovation as career opportunity and inculcate skills,,Key performance indicator of a graduate likely to become an entrepreneur.,,0,https://www.facebook.com/share/v/16Djx5vfde/,0,,,,,2025-03-25 11:40:30,,2024-25,4.0,,submitted,,0,
339007,IC202014297,C24-25240241,Submitted,0,,Quarter I,,,,2024-25,1,Session on Problem Solving and Ideation Workshop,Level 3 - Workshop,Entrepreneurship & Startup,,10/25/2024,10/25/2024,0,1.0,54,4,2500.0,,,Emphasizing the importance of fostering innovation,offline,,,,uploads-2024-25/institutes/monthlyReport/report/7877-25032025061207-IC202014297.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6160-25032025061207-IC202014297.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/2561-25032025061207-IC202014297.jpeg,0,,,"honing critical thinking skills, the workshop aimed to equip students with practical problem-solving",,engaging discussions and real-world examples,,0,https://www.facebook.com/share/1AXZPWYnJp/,0,,,,,2025-03-25 11:42:07,,2024-25,4.0,,submitted,,0,
339012,IC202014297,C24-25240239,Submitted,0,,Quarter I,,,,2024-25,1,My Story - Motivational Session by Successful Innovators,Level 2 - Seminar,Innovation & Design Thinking,,09/27/2024,09/27/2024,0,10.0,85,5,8000.0,,,significance of various art forms and their thriving demand in the market.,offline,,,,uploads-2024-25/institutes/monthlyReport/report/9575-25032025062000-IC202014297.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5507-25032025062000-IC202014297.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/4032-25032025062000-IC202014297.jpeg,0,,,"abundant opportunities in the realm of Social Media, has the flexibility to work from the comfort",,fostering a spirit of empowerment and independence,,0,: https://www.facebook.com/share/p/1EJeUQvvqw/,0,,,,,2025-03-25 11:50:01,,2024-25,4.0,,submitted,,0,
339013,IC202432365,C24-25240885,Submitted,0,,Quarter II,,,,2024-25,1,"Field/Exposure Visit to Pre-incubation units such as AICTE Idea Lab, Fab lab, Makers Space, Design Centers, City MSME clusters, workshops etc.",Level 2 - Exposure Visit,Entrepreneurship & Startup,,2025-11-01 00:00:00,2025-11-01 00:00:00,0,,50,1,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/9182-25032025062036-IC202432365.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3840-25032025062036-IC202432365.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/3887-25032025062036-IC202432365.jpg,0,,,to offer students a unique opportunity to gain  insights into industry practices and operations,,"valuable industry knowledge but also introduced students to the diverse portfolio of brands under Titan, highlighting their unique offerings",,0,0,0,,,,,2025-03-25 11:50:36,,2024-25,6.0,,submitted,,0,
339014,IC202216736,C24-25240242,Submitted,0,,Quarter I,,,,2024-25,1,Basics of Intellectual Property Rights and Its Importance for Innovators and Entrepreneurs.,Level 2 - Workshop,IPR & Technology Transfer,,2024-06-10 00:00:00,2024-08-10 00:00:00,2,15.0,60,30,15000.0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/6685-25032025062600-IC202216736.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1490-25032025062559-IC202216736.jpeg,,0,,,"How to protect my idea , NDA and processing fee",,"Target group learn increased awareness of IPR principles, understanding how to protect creative works",,,,,,,,,2025-03-25 11:53:29,,2024-25,6.0,,submitted,,,
339015,IC202014297,C24-25240198,Submitted,0,,Quarter I,,,,2024-25,1,Workshop on “Entrepreneurship and Innovation as Career Opportunity”,Level 4 - Challenges,Entrepreneurship & Startup,,2024-10-09 00:00:00,2024-10-09 00:00:00,0,2.0,56,4,3000.0,,,shared a variety of creative ideas for kickstarting new ventures,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5313-25032025062719-IC202014297.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5898-25032025062719-IC202014297.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/7314-25032025062719-IC202014297.jpeg,0,,,fostering a conducive environment for female entrepreneurs in today's world,,to leverage social media platforms to boost visibility and drive sales growth,,0,https://www.facebook.com/share/15JGCcbdz9/,0,,,,,2025-03-25 11:57:19,,2024-25,6.0,,submitted,,0,
339017,IC201912237,C24-25240243,Submitted,0,,Quarter I,,,,2024-25,1,Exposure and field visit for problem identification: Aligning with UN SDGs and Exploring Emerging Areas of Technologies,Level 1 - Exposure Visit,Innovation & Design Thinking,,2024-04-10 00:00:00,2024-04-10 00:00:00,0,,32,2,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2698-25032025062737-IC201912237.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5491-25032025062737-IC201912237.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/2241-25032025062737-IC201912237.jpg,0,,,Practical exposure to the functioning and management of high-voltage power transmission,,"Understanding of the operational aspects of electrical substations, power transmission networks, and the role of the Power Grid Corporation of India",,0,https://www.facebook.com/stisttvm/,https://www.stisttvm.edu.in/,,,,,2025-03-25 11:57:37,,2024-25,3.0,,submitted,,0,
339018,IC202324430,C24-25240889,Submitted,0,,Quarter II,,,,2024-25,1,Organize an Inter/Intra Institutional Innovation Competition/Challenge/Hackathon and Reward the Best Innovations and deposition in the Institution’s YUKTI Innovation Repository,Level 3 - Competition/Hacakthon,Innovation & Design Thinking,,09/28/2024,09/28/2024,0,,12,12,1000.0,,,Its an Intra house competition according to University norms,offline,https://law.dypvp.edu.in/Gallery.aspx?AlbumID=428,,,uploads-2024-25/institutes/monthlyReport/report/3064-25032025062857-IC202324430.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6879-25032025062857-IC202324430.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/4200-25032025062857-IC202324430.jpg,0,,,"Students researched on various socio-legal topics such as need of Space laws, E-waste, Counterfeit",,"The Avishkar competition, a research project competition for students in Maharashtra, offers benefits like fostering research culture, encouraging ori",,0,0,0,,,,,2025-03-25 11:58:57,,2024-25,4.0,,submitted,,,
339021,IC201811267,C24-25240851,Submitted,0,,Quarter II,,,,2024-25,1,Organizing Innovation & Entrepreneurship Outreach Program in Schools by engaging active Atal Tinkering Labs and School Innovation Council (SIC),Level 1 - Mentoring Session,Innovation & Design Thinking,,2025-12-02 00:00:00,2025-12-02 00:00:00,0,,150,4,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/1864-15102025103144-IC201811267.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6684-25032025063640-IC201811267.png,uploads-2024-25/institutes/monthlyReport/Photograph2/7864-25032025063640-IC201811267.jpeg,0,,, Students develop their critical thinking and problem-solving skills through the innovation process,,Inspiring students to develop innovative ideas and solutions for real-world problems,,0,https://www.facebook.com/SolamalaiCollegeofEngineering/posts/pfbid02XxBb2uL2aYHZb1btDYJjYbGGrm3UwPEWmye1epyuG5ZRE3iD9xh1NWuGdihzBHjkl?rdid=1PhjAXJ5OMKvuksb#,0,,,,,2025-03-25 12:06:40,,2024-25,6.0,,submitted,,0,
339024,IC202425311,C24-25240884,Submitted,0,,Quarter II,,,,2024-25,1,Session on Achieving Problem-Solution Fit & Product-Market Fit,Level 2 - Workshop,IPR & Technology Transfer,,02/20/2025,02/20/2025,0,,42,8,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/4721-25032025064038-IC202425311.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/4696-25032025064037-IC202425311.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/3549-25032025064037-IC202425311.jpeg,0,,,"To promote understanding of IPR concepts, encourage innovation and creativity",,"It helps understanding how to protect your creations, promoting innovation, and fostering economic growth, ultimately leading to better business.",,0,https://www.facebook.com/columbiagroupofinstitutions2004?mibextid=ZbWKwL,https://www.instagram.com/columbiagroupofinstitutions/,,,,,2025-03-25 12:10:38,,2024-25,3.0,,submitted,,0,
